4.997000e+00 5.005500e+00
4.993996e+00 5.011002e+00
4.990989e+00 5.016505e+00
4.987978e+00 5.022009e+00
4.984963e+00 5.027515e+00
4.981945e+00 5.033023e+00
4.978923e+00 5.038532e+00
4.975897e+00 5.044042e+00
4.972868e+00 5.049554e+00
4.969835e+00 5.055068e+00
4.966798e+00 5.060583e+00
4.963758e+00 5.066099e+00
4.960714e+00 5.071617e+00
4.957666e+00 5.077136e+00
4.954615e+00 5.082656e+00
4.951561e+00 5.088178e+00
4.948502e+00 5.093701e+00
4.945440e+00 5.099225e+00
4.942375e+00 5.104751e+00
4.939306e+00 5.110278e+00
4.936234e+00 5.115806e+00
4.933157e+00 5.121336e+00
4.930078e+00 5.126866e+00
4.926995e+00 5.132398e+00
4.923908e+00 5.137932e+00
4.920818e+00 5.143466e+00
4.917724e+00 5.149002e+00
4.914627e+00 5.154538e+00
4.911526e+00 5.160076e+00
4.908422e+00 5.165616e+00
4.905315e+00 5.171156e+00
4.902203e+00 5.176697e+00
4.899089e+00 5.182240e+00
4.895971e+00 5.187783e+00
4.892849e+00 5.193328e+00
4.889724e+00 5.198874e+00
4.886596e+00 5.204420e+00
4.883464e+00 5.209968e+00
4.880329e+00 5.215517e+00
4.877191e+00 5.221067e+00
4.874049e+00 5.226618e+00
4.870903e+00 5.232169e+00
4.867755e+00 5.237722e+00
4.864603e+00 5.243276e+00
4.861447e+00 5.248830e+00
4.858288e+00 5.254386e+00
4.855126e+00 5.259942e+00
4.851961e+00 5.265500e+00
4.848792e+00 5.271058e+00
4.845620e+00 5.276617e+00
4.842444e+00 5.282177e+00
4.839266e+00 5.287738e+00
4.836084e+00 5.293299e+00
4.832898e+00 5.298862e+00
4.829710e+00 5.304425e+00
4.826518e+00 5.309989e+00
4.823323e+00 5.315553e+00
4.820124e+00 5.321119e+00
4.816923e+00 5.326685e+00
4.813718e+00 5.332251e+00
4.810510e+00 5.337819e+00
4.807298e+00 5.343387e+00
4.804084e+00 5.348956e+00
4.800866e+00 5.354525e+00
4.797645e+00 5.360095e+00
4.794421e+00 5.365666e+00
4.791194e+00 5.371237e+00
4.787963e+00 5.376809e+00
4.784730e+00 5.382382e+00
4.781493e+00 5.387955e+00
4.778253e+00 5.393528e+00
4.775010e+00 5.399102e+00
4.771764e+00 5.404677e+00
4.768514e+00 5.410252e+00
4.765262e+00 5.415828e+00
4.762007e+00 5.421404e+00
4.758748e+00 5.426980e+00
4.755486e+00 5.432557e+00
4.752222e+00 5.438134e+00
4.748954e+00 5.443712e+00
4.745683e+00 5.449290e+00
4.742409e+00 5.454869e+00
4.739133e+00 5.460448e+00
4.735853e+00 5.466027e+00
4.732570e+00 5.471606e+00
4.729284e+00 5.477186e+00
4.725995e+00 5.482766e+00
4.722703e+00 5.488346e+00
4.719408e+00 5.493927e+00
4.716110e+00 5.499508e+00
4.712809e+00 5.505089e+00
4.709506e+00 5.510670e+00
4.706199e+00 5.516252e+00
4.702889e+00 5.521833e+00
4.699577e+00 5.527415e+00
4.696261e+00 5.532997e+00
4.692943e+00 5.538579e+00
4.689622e+00 5.544162e+00
4.686297e+00 5.549744e+00
4.682970e+00 5.555326e+00
4.679641e+00 5.560909e+00
4.676308e+00 5.566491e+00
4.672972e+00 5.572074e+00
4.669634e+00 5.577657e+00
4.666292e+00 5.583239e+00
4.662948e+00 5.588822e+00
4.659601e+00 5.594404e+00
4.656252e+00 5.599987e+00
4.652899e+00 5.605569e+00
4.649544e+00 5.611152e+00
4.646186e+00 5.616734e+00
4.642825e+00 5.622316e+00
4.639462e+00 5.627899e+00
4.636095e+00 5.633480e+00
4.632726e+00 5.639062e+00
4.629355e+00 5.644644e+00
4.625980e+00 5.650225e+00
4.622603e+00 5.655807e+00
4.619223e+00 5.661388e+00
4.615840e+00 5.666969e+00
4.612455e+00 5.672549e+00
4.609067e+00 5.678129e+00
4.605677e+00 5.683709e+00
4.602284e+00 5.689289e+00
4.598888e+00 5.694868e+00
4.595489e+00 5.700448e+00
4.592088e+00 5.706026e+00
4.588685e+00 5.711605e+00
4.585278e+00 5.717183e+00
4.581869e+00 5.722760e+00
4.578458e+00 5.728337e+00
4.575044e+00 5.733914e+00
4.571627e+00 5.739490e+00
4.568208e+00 5.745066e+00
4.564787e+00 5.750642e+00
4.561362e+00 5.756217e+00
4.557936e+00 5.761791e+00
4.554507e+00 5.767365e+00
4.551075e+00 5.772938e+00
4.547641e+00 5.778511e+00
4.544204e+00 5.784083e+00
4.540765e+00 5.789655e+00
4.537323e+00 5.795226e+00
4.533879e+00 5.800796e+00
4.530433e+00 5.806366e+00
4.526984e+00 5.811935e+00
4.523533e+00 5.817503e+00
4.520079e+00 5.823071e+00
4.516623e+00 5.828638e+00
4.513164e+00 5.834204e+00
4.509703e+00 5.839770e+00
4.506240e+00 5.845334e+00
4.502775e+00 5.850898e+00
4.499307e+00 5.856462e+00
4.495836e+00 5.862024e+00
4.492364e+00 5.867586e+00
4.488889e+00 5.873146e+00
4.485412e+00 5.878706e+00
4.481932e+00 5.884265e+00
4.478450e+00 5.889823e+00
4.474966e+00 5.895381e+00
4.471480e+00 5.900937e+00
